-83.169,-83.078,-82.986,-82.895,-82.804,-82.713,-82.621,-82.53,-82.439,-82.347,-82.256,-82.165,-82.073,-81.982,-81.891,-81.799,-81.708,-81.616,-81.525,-81.433,-81.342,-81.25,-81.159,-81.067,-80.976,-80.884,-80.793,-80.701,-80.609,-80.518,-80.426,-80.335,-80.243,-80.151,-80.06,-79.968,-79.876,-79.785,-79.693,-79.601,-79.509,-79.418,-79.326,-79.234,-79.142,-79.051,-78.959,-78.867,-78.775,-78.683,-78.592,-78.5,-78.408,-78.316,-78.224,-78.132,-78.041,-77.949,-77.857,-77.765,-77.673,-77.581,-77.489,-77.397,-77.305,-77.213,-77.122,-77.03,-76.938,-76.846,-76.754,-76.662,-76.57,-76.478,-76.386,-76.294,-76.202,-76.11,-76.018,-75.926,-75.834,-75.742,-75.65,-75.558,-75.466,-75.374,-75.282,-75.19,-75.098,-75.006,-74.914,-74.822,-74.73,-74.638,-74.546,-74.454,-74.362,-74.27,-74.178,-74.086,-73.994,-73.902,-73.81,-73.718,-73.626,-73.534,-73.442,-73.35,-73.258,-73.166,-73.074,-72.982,-72.89,-72.798,-72.706,-72.614,-72.522,-72.43,-72.338,-72.246,-72.154,-72.062,-71.97,-71.878,-71.787,-71.695,-71.603,-71.511,-71.419,-71.327,-71.235,-71.143,-71.051,-70.959,-70.868,-70.776,-70.684,-70.592,-70.5,-70.408,-70.317,-70.225,-70.133,-70.041,-69.949,-69.858,-69.766,-69.674,-69.582,-69.491,-69.399,-69.307,-69.215,-69.124,-69.032,-68.94,-68.849,-68.757,-68.665,-68.574,-68.482,-68.391,-68.299,-68.207,-68.116,-68.024,-67.933,-67.841,-67.75,-67.658,-67.567,-67.475,-67.384,-67.292,-67.201,-67.109,-67.018,-66.927,-66.835,-66.744,-66.653,-66.561,-66.47,-66.379,-66.287,-66.196,-66.105,-66.014,-65.922,-65.831,-65.74,-65.649,-65.558,-65.467,-65.375,-65.284,-65.193,-65.102,-65.011,-64.92,-64.829,-64.738,-64.647,-64.556,-64.465,-64.375,-64.284,-64.193,-64.102,-64.011,-63.92,-63.83,-63.739,-63.648,-63.557,-63.467,-63.376,-63.285,-63.195,-63.104,-63.014,-62.923,-62.833,-62.742,-62.652,-62.561,-62.471,-62.38,-62.29,-62.199,-62.109,-62.019,-61.929,-61.838,-61.748,-61.658,-61.568,-61.477,-61.387,-61.297,-61.207,-61.117,-61.027,-60.937,-60.847,-60.757,-60.667,-60.577,-60.487,-60.397,-60.308,-60.218,-60.128,-60.038,-59.949,-59.859,-59.769,-59.68,-59.59,-59.5,-59.411,-59.321,-59.232,-59.142,-59.053,-58.964,-58.874,-58.785,-58.696,-58.606,-58.517,-58.428,-58.339,-58.25
-83.177,-83.086,-82.995,-82.904,-82.812,-82.721,-82.63,-82.538,-82.447,-82.355,-82.264,-82.172,-82.081,-81.99,-81.898,-81.807,-81.715,-81.623,-81.532,-81.44,-81.349,-81.257,-81.166,-81.074,-80.982,-80.891,-80.799,-80.707,-80.616,-80.524,-80.432,-80.341,-80.249,-80.157,-80.065,-79.974,-79.882,-79.79,-79.698,-79.606,-79.515,-79.423,-79.331,-79.239,-79.147,-79.055,-78.963,-78.872,-78.78,-78.688,-78.596,-78.504,-78.412,-78.32,-78.228,-78.136,-78.044,-77.952,-77.86,-77.768,-77.676,-77.584,-77.492,-77.4,-77.308,-77.216,-77.124,-77.032,-76.94,-76.848,-76.756,-76.664,-76.572,-76.48,-76.388,-76.296,-76.204,-76.112,-76.02,-75.927,-75.835,-75.743,-75.651,-75.559,-75.467,-75.375,-75.283,-75.191,-75.099,-75.007,-74.914,-74.822,-74.73,-74.638,-74.546,-74.454,-74.362,-74.27,-74.178,-74.086,-73.993,-73.901,-73.809,-73.717,-73.625,-73.533,-73.441,-73.349,-73.257,-73.165,-73.073,-72.98,-72.888,-72.796,-72.704,-72.612,-72.52,-72.428,-72.336,-72.244,-72.152,-72.06,-71.968,-71.876,-71.784,-71.692,-71.6,-71.508,-71.416,-71.324,-71.232,-71.14,-71.048,-70.956,-70.864,-70.772,-70.68,-70.588,-70.496,-70.404,-70.312,-70.22,-70.128,-70.037,-69.945,-69.853,-69.761,-69.669,-69.577,-69.485,-69.394,-69.302,-69.21,-69.118,-69.026,-68.935,-68.843,-68.751,-68.659,-68.568,-68.476,-68.384,-68.293,-68.201,-68.109,-68.018,-67.926,-67.834,-67.743,-67.651,-67.56,-67.468,-67.377,-67.285,-67.193,-67.102,-67.01,-66.919,-66.828,-66.736,-66.645,-66.553,-66.462,-66.37,-66.279,-66.188,-66.096,-66.005,-65.914,-65.823,-65.731,-65.64,-65.549,-65.458,-65.366,-65.275,-65.184,-65.093,-65.002,-64.911,-64.82,-64.729,-64.637,-64.546,-64.455,-64.364,-64.273,-64.183,-64.092,-64.001,-63.91,-63.819,-63.728,-63.637,-63.547,-63.456,-63.365,-63.274,-63.184,-63.093,-63.002,-62.912,-62.821,-62.73,-62.64,-62.549,-62.459,-62.368,-62.278,-62.187,-62.097,-62.006,-61.916,-61.826,-61.735,-61.645,-61.555,-61.465,-61.374,-61.284,-61.194,-61.104,-61.014,-60.924,-60.833,-60.743,-60.653,-60.563,-60.473,-60.383,-60.294,-60.204,-60.114,-60.024,-59.934,-59.844,-59.755,-59.665,-59.575,-59.486,-59.396,-59.306,-59.217,-59.127,-59.038,-58.948,-58.859,-58.769,-58.68,-58.591,-58.501,-58.412,-58.323,-58.234
-83.186,-83.095,-83.003,-82.912,-82.821,-82.729,-82.638,-82.546,-82.455,-82.363,-82.272,-82.18,-82.089,-81.997,-81.905,-81.814,-81.722,-81.631,-81.539,-81.447,-81.356,-81.264,-81.172,-81.081,-80.989,-80.897,-80.805,-80.714,-80.622,-80.53,-80.438,-80.346,-80.255,-80.163,-80.071,-79.979,-79.887,-79.795,-79.703,-79.611,-79.52,-79.428,-79.336,-79.244,-79.152,-79.06,-78.968,-78.876,-78.784,-78.692,-78.6,-78.508,-78.416,-78.324,-78.232,-78.14,-78.048,-77.956,-77.864,-77.772,-77.679,-77.587,-77.495,-77.403,-77.311,-77.219,-77.127,-77.035,-76.943,-76.85,-76.758,-76.666,-76.574,-76.482,-76.39,-76.298,-76.205,-76.113,-76.021,-75.929,-75.837,-75.745,-75.652,-75.56,-75.468,-75.376,-75.284,-75.191,-75.099,-75.007,-74.915,-74.823,-74.73,-74.638,-74.546,-74.454,-74.362,-74.27,-74.177,-74.085,-73.993,-73.901,-73.809,-73.716,-73.624,-73.532,-73.44,-73.348,-73.255,-73.163,-73.071,-72.979,-72.887,-72.795,-72.702,-72.61,-72.518,-72.426,-72.334,-72.242,-72.15,-72.057,-71.965,-71.873,-71.781,-71.689,-71.597,-71.505,-71.413,-71.321,-71.228,-71.136,-71.044,-70.952,-70.86,-70.768,-70.676,-70.584,-70.492,-70.4,-70.308,-70.216,-70.124,-70.032,-69.94,-69.848,-69.756,-69.664,-69.572,-69.48,-69.389,-69.297,-69.205,-69.113,-69.021,-68.929,-68.837,-68.745,-68.654,-68.562,-68.47,-68.378,-68.286,-68.195,-68.103,-68.011,-67.919,-67.828,-67.736,-67.644,-67.553,-67.461,-67.369,-67.278,-67.186,-67.095,-67.003,-66.911,-66.82,-66.728,-66.637,-66.545,-66.454,-66.362,-66.271,-66.179,-66.088,-65.997,-65.905,-65.814,-65.722,-65.631,-65.54,-65.448,-65.357,-65.266,-65.175,-65.083,-64.992,-64.901,-64.81,-64.719,-64.628,-64.537,-64.445,-64.354,-64.263,-64.172,-64.081,-63.99,-63.899,-63.808,-63.717,-63.626,-63.536,-63.445,-63.354,-63.263,-63.172,-63.081,-62.991,-62.9,-62.809,-62.719,-62.628,-62.537,-62.447,-62.356,-62.266,-62.175,-62.084,-61.994,-61.904,-61.813,-61.723,-61.632,-61.542,-61.452,-61.361,-61.271,-61.181,-61.09,-61,-60.91,-60.82,-60.73,-60.64,-60.55,-60.46,-60.369,-60.279,-60.19,-60.1,-60.01,-59.92,-59.83,-59.74,-59.65,-59.561,-59.471,-59.381,-59.291,-59.202,-59.112,-59.023,-58.933,-58.843,-58.754,-58.664,-58.575,-58.486,-58.396,-58.307,-58.218
-83.195,-83.103,-83.012,-82.92,-82.829,-82.737,-82.646,-82.554,-82.463,-82.371,-82.279,-82.188,-82.096,-82.005,-81.913,-81.821,-81.729,-81.638,-81.546,-81.454,-81.363,-81.271,-81.179,-81.087,-80.995,-80.903,-80.812,-80.72,-80.628,-80.536,-80.444,-80.352,-80.26,-80.168,-80.076,-79.985,-79.893,-79.801,-79.709,-79.617,-79.525,-79.433,-79.341,-79.249,-79.156,-79.064,-78.972,-78.88,-78.788,-78.696,-78.604,-78.512,-78.42,-78.328,-78.236,-78.143,-78.051,-77.959,-77.867,-77.775,-77.683,-77.59,-77.498,-77.406,-77.314,-77.222,-77.129,-77.037,-76.945,-76.853,-76.761,-76.668,-76.576,-76.484,-76.392,-76.299,-76.207,-76.115,-76.023,-75.93,-75.838,-75.746,-75.654,-75.561,-75.469,-75.377,-75.284,-75.192,-75.1,-75.008,-74.915,-74.823,-74.731,-74.638,-74.546,-74.454,-74.362,-74.269,-74.177,-74.085,-73.992,-73.9,-73.808,-73.716,-73.623,-73.531,-73.439,-73.346,-73.254,-73.162,-73.07,-72.977,-72.885,-72.793,-72.701,-72.608,-72.516,-72.424,-72.332,-72.239,-72.147,-72.055,-71.963,-71.871,-71.778,-71.686,-71.594,-71.502,-71.41,-71.317,-71.225,-71.133,-71.041,-70.949,-70.857,-70.764,-70.672,-70.58,-70.488,-70.396,-70.304,-70.212,-70.12,-70.028,-69.936,-69.844,-69.751,-69.659,-69.567,-69.475,-69.383,-69.291,-69.199,-69.107,-69.015,-68.924,-68.832,-68.74,-68.648,-68.556,-68.464,-68.372,-68.28,-68.188,-68.097,-68.005,-67.913,-67.821,-67.729,-67.637,-67.546,-67.454,-67.362,-67.271,-67.179,-67.087,-66.995,-66.904,-66.812,-66.721,-66.629,-66.537,-66.446,-66.354,-66.263,-66.171,-66.08,-65.988,-65.897,-65.805,-65.714,-65.622,-65.531,-65.439,-65.348,-65.257,-65.165,-65.074,-64.983,-64.891,-64.8,-64.709,-64.618,-64.527,-64.435,-64.344,-64.253,-64.162,-64.071,-63.98,-63.889,-63.798,-63.707,-63.616,-63.525,-63.434,-63.343,-63.252,-63.161,-63.07,-62.979,-62.888,-62.798,-62.707,-62.616,-62.525,-62.435,-62.344,-62.253,-62.163,-62.072,-61.982,-61.891,-61.8,-61.71,-61.619,-61.529,-61.439,-61.348,-61.258,-61.167,-61.077,-60.987,-60.897,-60.806,-60.716,-60.626,-60.536,-60.446,-60.355,-60.265,-60.175,-60.085,-59.995,-59.905,-59.815,-59.725,-59.636,-59.546,-59.456,-59.366,-59.276,-59.187,-59.097,-59.007,-58.918,-58.828,-58.738,-58.649,-58.559,-58.47,-58.38,-58.291,-58.201
-83.204,-83.112,-83.021,-82.929,-82.837,-82.746,-82.654,-82.562,-82.471,-82.379,-82.287,-82.196,-82.104,-82.012,-81.92,-81.829,-81.737,-81.645,-81.553,-81.461,-81.369,-81.278,-81.186,-81.094,-81.002,-80.91,-80.818,-80.726,-80.634,-80.542,-80.45,-80.358,-80.266,-80.174,-80.082,-79.99,-79.898,-79.806,-79.714,-79.622,-79.53,-79.438,-79.345,-79.253,-79.161,-79.069,-78.977,-78.885,-78.793,-78.7,-78.608,-78.516,-78.424,-78.332,-78.239,-78.147,-78.055,-77.963,-77.87,-77.778,-77.686,-77.594,-77.501,-77.409,-77.317,-77.224,-77.132,-77.04,-76.948,-76.855,-76.763,-76.671,-76.578,-76.486,-76.394,-76.301,-76.209,-76.117,-76.024,-75.932,-75.839,-75.747,-75.655,-75.562,-75.47,-75.378,-75.285,-75.193,-75.1,-75.008,-74.916,-74.823,-74.731,-74.639,-74.546,-74.454,-74.361,-74.269,-74.177,-74.084,-73.992,-73.9,-73.807,-73.715,-73.622,-73.53,-73.438,-73.345,-73.253,-73.161,-73.068,-72.976,-72.883,-72.791,-72.699,-72.606,-72.514,-72.422,-72.329,-72.237,-72.145,-72.052,-71.96,-71.868,-71.776,-71.683,-71.591,-71.499,-71.406,-71.314,-71.222,-71.13,-71.037,-70.945,-70.853,-70.761,-70.668,-70.576,-70.484,-70.392,-70.3,-70.207,-70.115,-70.023,-69.931,-69.839,-69.747,-69.655,-69.562,-69.47,-69.378,-69.286,-69.194,-69.102,-69.01,-68.918,-68.826,-68.734,-68.642,-68.55,-68.458,-68.366,-68.274,-68.182,-68.09,-67.998,-67.906,-67.814,-67.722,-67.631,-67.539,-67.447,-67.355,-67.263,-67.171,-67.08,-66.988,-66.896,-66.804,-66.713,-66.621,-66.529,-66.438,-66.346,-66.254,-66.163,-66.071,-65.979,-65.888,-65.796,-65.705,-65.613,-65.522,-65.43,-65.339,-65.247,-65.156,-65.065,-64.973,-64.882,-64.79,-64.699,-64.608,-64.517,-64.425,-64.334,-64.243,-64.152,-64.06,-63.969,-63.878,-63.787,-63.696,-63.605,-63.514,-63.423,-63.332,-63.241,-63.15,-63.059,-62.968,-62.877,-62.786,-62.695,-62.604,-62.513,-62.423,-62.332,-62.241,-62.15,-62.06,-61.969,-61.878,-61.788,-61.697,-61.607,-61.516,-61.426,-61.335,-61.245,-61.154,-61.064,-60.973,-60.883,-60.793,-60.702,-60.612,-60.522,-60.432,-60.341,-60.251,-60.161,-60.071,-59.981,-59.891,-59.801,-59.711,-59.621,-59.531,-59.441,-59.351,-59.261,-59.171,-59.082,-58.992,-58.902,-58.812,-58.723,-58.633,-58.543,-58.454,-58.364,-58.275,-58.185
-83.212,-83.121,-83.029,-82.937,-82.846,-82.754,-82.662,-82.57,-82.479,-82.387,-82.295,-82.203,-82.112,-82.02,-81.928,-81.836,-81.744,-81.652,-81.56,-81.468,-81.376,-81.284,-81.192,-81.1,-81.008,-80.916,-80.824,-80.732,-80.64,-80.548,-80.456,-80.364,-80.272,-80.18,-80.088,-79.996,-79.903,-79.811,-79.719,-79.627,-79.535,-79.443,-79.35,-79.258,-79.166,-79.074,-78.981,-78.889,-78.797,-78.705,-78.612,-78.52,-78.428,-78.335,-78.243,-78.151,-78.058,-77.966,-77.874,-77.781,-77.689,-77.597,-77.504,-77.412,-77.32,-77.227,-77.135,-77.042,-76.95,-76.858,-76.765,-76.673,-76.58,-76.488,-76.395,-76.303,-76.211,-76.118,-76.026,-75.933,-75.841,-75.748,-75.656,-75.563,-75.471,-75.378,-75.286,-75.194,-75.101,-75.009,-74.916,-74.824,-74.731,-74.639,-74.546,-74.454,-74.361,-74.269,-74.176,-74.084,-73.991,-73.899,-73.806,-73.714,-73.622,-73.529,-73.437,-73.344,-73.252,-73.159,-73.067,-72.974,-72.882,-72.789,-72.697,-72.605,-72.512,-72.42,-72.327,-72.235,-72.142,-72.05,-71.958,-71.865,-71.773,-71.68,-71.588,-71.496,-71.403,-71.311,-71.219,-71.126,-71.034,-70.942,-70.849,-70.757,-70.665,-70.572,-70.48,-70.388,-70.295,-70.203,-70.111,-70.019,-69.926,-69.834,-69.742,-69.65,-69.557,-69.465,-69.373,-69.281,-69.189,-69.097,-69.004,-68.912,-68.82,-68.728,-68.636,-68.544,-68.452,-68.36,-68.268,-68.176,-68.084,-67.992,-67.9,-67.808,-67.716,-67.624,-67.532,-67.44,-67.348,-67.256,-67.164,-67.072,-66.98,-66.888,-66.797,-66.705,-66.613,-66.521,-66.43,-66.338,-66.246,-66.154,-66.063,-65.971,-65.879,-65.788,-65.696,-65.604,-65.513,-65.421,-65.33,-65.238,-65.147,-65.055,-64.964,-64.872,-64.781,-64.689,-64.598,-64.507,-64.415,-64.324,-64.232,-64.141,-64.05,-63.959,-63.867,-63.776,-63.685,-63.594,-63.503,-63.411,-63.32,-63.229,-63.138,-63.047,-62.956,-62.865,-62.774,-62.683,-62.592,-62.501,-62.411,-62.32,-62.229,-62.138,-62.047,-61.957,-61.866,-61.775,-61.684,-61.594,-61.503,-61.412,-61.322,-61.231,-61.141,-61.05,-60.96,-60.869,-60.779,-60.689,-60.598,-60.508,-60.418,-60.327,-60.237,-60.147,-60.057,-59.966,-59.876,-59.786,-59.696,-59.606,-59.516,-59.426,-59.336,-59.246,-59.156,-59.066,-58.976,-58.887,-58.797,-58.707,-58.617,-58.528,-58.438,-58.348,-58.259,-58.169
-83.221,-83.129,-83.038,-82.946,-82.854,-82.762,-82.67,-82.579,-82.487,-82.395,-82.303,-82.211,-82.119,-82.027,-81.935,-81.843,-81.751,-81.659,-81.567,-81.475,-81.383,-81.291,-81.199,-81.107,-81.015,-80.923,-80.831,-80.739,-80.647,-80.554,-80.462,-80.37,-80.278,-80.186,-80.093,-80.001,-79.909,-79.817,-79.724,-79.632,-79.54,-79.448,-79.355,-79.263,-79.171,-79.078,-78.986,-78.894,-78.801,-78.709,-78.617,-78.524,-78.432,-78.339,-78.247,-78.154,-78.062,-77.97,-77.877,-77.785,-77.692,-77.6,-77.507,-77.415,-77.322,-77.23,-77.137,-77.045,-76.952,-76.86,-76.767,-76.675,-76.582,-76.49,-76.397,-76.305,-76.212,-76.12,-76.027,-75.935,-75.842,-75.75,-75.657,-75.564,-75.472,-75.379,-75.287,-75.194,-75.102,-75.009,-74.917,-74.824,-74.731,-74.639,-74.546,-74.454,-74.361,-74.269,-74.176,-74.083,-73.991,-73.898,-73.806,-73.713,-73.621,-73.528,-73.436,-73.343,-73.25,-73.158,-73.065,-72.973,-72.88,-72.788,-72.695,-72.603,-72.51,-72.418,-72.325,-72.233,-72.14,-72.048,-71.955,-71.863,-71.77,-71.678,-71.585,-71.493,-71.4,-71.308,-71.215,-71.123,-71.03,-70.938,-70.846,-70.753,-70.661,-70.568,-70.476,-70.383,-70.291,-70.199,-70.106,-70.014,-69.922,-69.829,-69.737,-69.645,-69.552,-69.46,-69.368,-69.276,-69.183,-69.091,-68.999,-68.907,-68.814,-68.722,-68.63,-68.538,-68.446,-68.353,-68.261,-68.169,-68.077,-67.985,-67.893,-67.801,-67.709,-67.617,-67.525,-67.433,-67.341,-67.249,-67.157,-67.065,-66.973,-66.881,-66.789,-66.697,-66.605,-66.513,-66.421,-66.33,-66.238,-66.146,-66.054,-65.962,-65.871,-65.779,-65.687,-65.595,-65.504,-65.412,-65.32,-65.229,-65.137,-65.046,-64.954,-64.862,-64.771,-64.679,-64.588,-64.496,-64.405,-64.314,-64.222,-64.131,-64.039,-63.948,-63.857,-63.765,-63.674,-63.583,-63.492,-63.4,-63.309,-63.218,-63.127,-63.036,-62.945,-62.854,-62.762,-62.671,-62.58,-62.489,-62.398,-62.307,-62.217,-62.126,-62.035,-61.944,-61.853,-61.762,-61.672,-61.581,-61.49,-61.399,-61.309,-61.218,-61.128,-61.037,-60.946,-60.856,-60.765,-60.675,-60.584,-60.494,-60.404,-60.313,-60.223,-60.133,-60.042,-59.952,-59.862,-59.772,-59.681,-59.591,-59.501,-59.411,-59.321,-59.231,-59.141,-59.051,-58.961,-58.871,-58.781,-58.691,-58.602,-58.512,-58.422,-58.332,-58.243,-58.153
-83.23,-83.138,-83.046,-82.954,-82.863,-82.771,-82.679,-82.587,-82.495,-82.403,-82.311,-82.219,-82.127,-82.035,-81.943,-81.851,-81.759,-81.667,-81.574,-81.482,-81.39,-81.298,-81.206,-81.114,-81.022,-80.929,-80.837,-80.745,-80.653,-80.56,-80.468,-80.376,-80.284,-80.191,-80.099,-80.007,-79.914,-79.822,-79.73,-79.637,-79.545,-79.453,-79.36,-79.268,-79.175,-79.083,-78.99,-78.898,-78.806,-78.713,-78.621,-78.528,-78.436,-78.343,-78.251,-78.158,-78.066,-77.973,-77.881,-77.788,-77.696,-77.603,-77.51,-77.418,-77.325,-77.233,-77.14,-77.048,-76.955,-76.862,-76.77,-76.677,-76.585,-76.492,-76.399,-76.307,-76.214,-76.121,-76.029,-75.936,-75.844,-75.751,-75.658,-75.566,-75.473,-75.38,-75.288,-75.195,-75.102,-75.01,-74.917,-74.824,-74.732,-74.639,-74.546,-74.454,-74.361,-74.268,-74.176,-74.083,-73.99,-73.898,-73.805,-73.712,-73.62,-73.527,-73.434,-73.342,-73.249,-73.156,-73.064,-72.971,-72.879,-72.786,-72.693,-72.601,-72.508,-72.415,-72.323,-72.23,-72.138,-72.045,-71.952,-71.86,-71.767,-71.675,-71.582,-71.49,-71.397,-71.304,-71.212,-71.119,-71.027,-70.934,-70.842,-70.749,-70.657,-70.564,-70.472,-70.379,-70.287,-70.194,-70.102,-70.01,-69.917,-69.825,-69.732,-69.64,-69.547,-69.455,-69.363,-69.27,-69.178,-69.086,-68.993,-68.901,-68.809,-68.716,-68.624,-68.532,-68.44,-68.347,-68.255,-68.163,-68.071,-67.978,-67.886,-67.794,-67.702,-67.61,-67.518,-67.426,-67.333,-67.241,-67.149,-67.057,-66.965,-66.873,-66.781,-66.689,-66.597,-66.505,-66.413,-66.321,-66.229,-66.137,-66.046,-65.954,-65.862,-65.77,-65.678,-65.586,-65.495,-65.403,-65.311,-65.219,-65.128,-65.036,-64.944,-64.853,-64.761,-64.67,-64.578,-64.486,-64.395,-64.303,-64.212,-64.12,-64.029,-63.937,-63.846,-63.755,-63.663,-63.572,-63.481,-63.389,-63.298,-63.207,-63.115,-63.024,-62.933,-62.842,-62.751,-62.66,-62.568,-62.477,-62.386,-62.295,-62.204,-62.113,-62.022,-61.931,-61.84,-61.75,-61.659,-61.568,-61.477,-61.386,-61.296,-61.205,-61.114,-61.023,-60.933,-60.842,-60.752,-60.661,-60.57,-60.48,-60.389,-60.299,-60.209,-60.118,-60.028,-59.937,-59.847,-59.757,-59.667,-59.576,-59.486,-59.396,-59.306,-59.216,-59.126,-59.036,-58.946,-58.856,-58.766,-58.676,-58.586,-58.496,-58.406,-58.316,-58.227,-58.137
-83.239,-83.147,-83.055,-82.963,-82.871,-82.779,-82.687,-82.595,-82.503,-82.411,-82.319,-82.227,-82.135,-82.042,-81.95,-81.858,-81.766,-81.674,-81.582,-81.489,-81.397,-81.305,-81.213,-81.12,-81.028,-80.936,-80.844,-80.751,-80.659,-80.567,-80.474,-80.382,-80.289,-80.197,-80.105,-80.012,-79.92,-79.827,-79.735,-79.643,-79.55,-79.458,-79.365,-79.273,-79.18,-79.088,-78.995,-78.903,-78.81,-78.717,-78.625,-78.532,-78.44,-78.347,-78.255,-78.162,-78.069,-77.977,-77.884,-77.791,-77.699,-77.606,-77.513,-77.421,-77.328,-77.235,-77.143,-77.05,-76.957,-76.865,-76.772,-76.679,-76.587,-76.494,-76.401,-76.308,-76.216,-76.123,-76.03,-75.938,-75.845,-75.752,-75.659,-75.567,-75.474,-75.381,-75.288,-75.196,-75.103,-75.01,-74.917,-74.825,-74.732,-74.639,-74.546,-74.454,-74.361,-74.268,-74.175,-74.083,-73.99,-73.897,-73.804,-73.712,-73.619,-73.526,-73.433,-73.341,-73.248,-73.155,-73.062,-72.97,-72.877,-72.784,-72.692,-72.599,-72.506,-72.413,-72.321,-72.228,-72.135,-72.043,-71.95,-71.857,-71.765,-71.672,-71.579,-71.487,-71.394,-71.301,-71.209,-71.116,-71.023,-70.931,-70.838,-70.745,-70.653,-70.56,-70.468,-70.375,-70.283,-70.19,-70.097,-70.005,-69.912,-69.82,-69.727,-69.635,-69.542,-69.45,-69.357,-69.265,-69.173,-69.08,-68.988,-68.895,-68.803,-68.711,-68.618,-68.526,-68.433,-68.341,-68.249,-68.156,-68.064,-67.972,-67.88,-67.787,-67.695,-67.603,-67.511,-67.418,-67.326,-67.234,-67.142,-67.05,-66.958,-66.865,-66.773,-66.681,-66.589,-66.497,-66.405,-66.313,-66.221,-66.129,-66.037,-65.945,-65.853,-65.761,-65.669,-65.577,-65.486,-65.394,-65.302,-65.21,-65.118,-65.027,-64.935,-64.843,-64.751,-64.66,-64.568,-64.476,-64.385,-64.293,-64.201,-64.11,-64.018,-63.927,-63.835,-63.744,-63.652,-63.561,-63.469,-63.378,-63.287,-63.195,-63.104,-63.013,-62.921,-62.83,-62.739,-62.648,-62.556,-62.465,-62.374,-62.283,-62.192,-62.101,-62.01,-61.919,-61.828,-61.737,-61.646,-61.555,-61.464,-61.373,-61.282,-61.192,-61.101,-61.01,-60.919,-60.829,-60.738,-60.647,-60.557,-60.466,-60.375,-60.285,-60.194,-60.104,-60.013,-59.923,-59.833,-59.742,-59.652,-59.561,-59.471,-59.381,-59.291,-59.201,-59.11,-59.02,-58.93,-58.84,-58.75,-58.66,-58.57,-58.48,-58.39,-58.3,-58.21,-58.121
-83.248,-83.156,-83.064,-82.971,-82.879,-82.787,-82.695,-82.603,-82.511,-82.419,-82.327,-82.234,-82.142,-82.05,-81.958,-81.866,-81.773,-81.681,-81.589,-81.496,-81.404,-81.312,-81.22,-81.127,-81.035,-80.942,-80.85,-80.758,-80.665,-80.573,-80.48,-80.388,-80.295,-80.203,-80.11,-80.018,-79.925,-79.833,-79.74,-79.648,-79.555,-79.463,-79.37,-79.277,-79.185,-79.092,-79,-78.907,-78.814,-78.722,-78.629,-78.536,-78.444,-78.351,-78.258,-78.166,-78.073,-77.98,-77.887,-77.795,-77.702,-77.609,-77.517,-77.424,-77.331,-77.238,-77.146,-77.053,-76.96,-76.867,-76.774,-76.682,-76.589,-76.496,-76.403,-76.31,-76.218,-76.125,-76.032,-75.939,-75.846,-75.753,-75.661,-75.568,-75.475,-75.382,-75.289,-75.196,-75.104,-75.011,-74.918,-74.825,-74.732,-74.639,-74.546,-74.454,-74.361,-74.268,-74.175,-74.082,-73.989,-73.896,-73.804,-73.711,-73.618,-73.525,-73.432,-73.339,-73.247,-73.154,-73.061,-72.968,-72.875,-72.782,-72.69,-72.597,-72.504,-72.411,-72.318,-72.226,-72.133,-72.04,-71.947,-71.854,-71.762,-71.669,-71.576,-71.483,-71.391,-71.298,-71.205,-71.113,-71.02,-70.927,-70.834,-70.742,-70.649,-70.556,-70.464,-70.371,-70.278,-70.186,-70.093,-70,-69.908,-69.815,-69.723,-69.63,-69.537,-69.445,-69.352,-69.26,-69.167,-69.075,-68.982,-68.89,-68.797,-68.705,-68.612,-68.52,-68.427,-68.335,-68.242,-68.15,-68.058,-67.965,-67.873,-67.78,-67.688,-67.596,-67.504,-67.411,-67.319,-67.227,-67.134,-67.042,-66.95,-66.858,-66.766,-66.673,-66.581,-66.489,-66.397,-66.305,-66.213,-66.121,-66.029,-65.936,-65.844,-65.752,-65.66,-65.568,-65.477,-65.385,-65.293,-65.201,-65.109,-65.017,-64.925,-64.833,-64.742,-64.65,-64.558,-64.466,-64.375,-64.283,-64.191,-64.099,-64.008,-63.916,-63.825,-63.733,-63.641,-63.55,-63.458,-63.367,-63.275,-63.184,-63.093,-63.001,-62.91,-62.818,-62.727,-62.636,-62.544,-62.453,-62.362,-62.271,-62.18,-62.088,-61.997,-61.906,-61.815,-61.724,-61.633,-61.542,-61.451,-61.36,-61.269,-61.178,-61.087,-60.996,-60.906,-60.815,-60.724,-60.633,-60.543,-60.452,-60.361,-60.271,-60.18,-60.089,-59.999,-59.908,-59.818,-59.727,-59.637,-59.547,-59.456,-59.366,-59.276,-59.185,-59.095,-59.005,-58.915,-58.824,-58.734,-58.644,-58.554,-58.464,-58.374,-58.284,-58.194,-58.104
