Model,mo,mf,so,sf,rms,crms,mb,cc,mae,c1,c2,c3,count
RU-WRF,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, NaN,  NaN,  NaN,  NaN,0.000
NAMS,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, NaN,  NaN,  NaN,  NaN,0.000
GFS,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, NaN,  NaN,  NaN,  NaN,0.000
